3850.1659154921 0.9091017518
3850.2015607151 0.9091017518
3850.2372037429 0.9091017518
3850.2728445752 0.9091017518
3850.3084832118 0.9091017518
3850.3441196524 0.9091017518
3850.3797538967 0.9091017518
3850.4153859444 0.9091017518
3850.4510157953 0.9091017518
3850.4866434491 0.9091017518
3850.5222689056 0.9091017518
3850.5578921644 0.9091017518
3850.5935132254 0.9091017518
3850.6291320881 0.9091017518
3850.6647487524 0.9091017518
3850.7003632180 0.9091017518
3850.7359754846 0.9091017518
3850.7715855520 0.9091017518
3850.8071934199 0.9091017518
3850.8427990879 0.9091017518
3850.8784025559 0.9091017518
3850.9140038236 0.9091017518
3850.9496028907 0.9091017518
3850.9851997569 0.9091017518
3851.0207944220 0.9091017518
3851.0563868857 0.9091017518
3851.0919771477 0.9091017518
3851.1275652078 0.9091017518
3851.1631510657 0.9091017518
3851.1987347211 0.9091017518
3851.2343161737 0.9091017518
3851.2698954234 0.9091017518
3851.3054724697 0.9091017518
3851.3410473126 0.9091017518
3851.3766199516 0.9091017518
3851.4121903865 0.9995047581
3851.4477586172 0.9091017518
3851.4833246431 0.9890179090
3851.5188884642 0.9888605546
3851.5544500802 0.9818365249
3851.5900094907 0.9091017518
3851.6255666956 0.9878628807
3851.6611216945 0.9891794028
3851.6966744872 0.9859785143
3851.7322250735 0.9828994467
3851.7677734529 0.9839431239
3851.8033196254 0.9717933305
3851.8388635906 0.9705075200
3851.8744053483 0.9691853593
3851.9099448981 0.9952879774
3851.9454822399 0.9687974877
3851.9810173733 0.9679071099
3852.0165502981 0.9618751447
3852.0520810140 0.9595326417
3852.0876095208 0.9579809388
3852.1231358182 0.9564285946
3852.1586599060 0.9548756192
3852.1941817838 0.9533220230
3852.2297014514 0.9517678160
3852.2652189086 0.9502130086
3852.3007341550 0.9486576108
3852.3362471904 0.9471016328
3852.3717580146 0.9455450846
3852.4072666273 0.9439879764
3852.4427730281 0.9424303182
3852.4782772170 0.9408721200
3852.5137791935 0.9393133919
3852.5492789574 0.9377541438
3852.5847765086 0.9384929252
3852.6202718466 0.9356793836
3852.6557649712 0.9330733791
3852.6912558822 0.9315121505
3852.7267445793 0.9299504514
3852.7622310623 0.9283882918
3852.7977153308 0.9268256815
3852.8331973847 0.9252626301
3852.8686772236 0.9236991476
3852.9041548473 0.9221352437
3852.9396302556 0.9205709281
3852.9751034481 0.9190062104
3853.0105744246 0.9174411005
3853.0460431849 0.9158756078
3853.0815097286 0.9143097422
3853.1169740556 0.9127435131
3853.1524361655 0.9111769301
3853.1878960581 0.9096100029
3853.2233537331 0.9080427409
3853.2588091904 0.9064751537
3853.2942624295 0.9049072508
3853.3297134503 0.9033390415
3853.3651622524 0.9017705355
3853.4006088357 0.9014873537
3853.4360531999 0.8986326707
3853.4714953447 0.8994170036
3853.5069352698 0.9024589173
3853.5423729749 0.9122712237
3853.5778084600 0.9213925828
3853.6132417245 0.9294794598
3853.6486727684 0.9119378666
3853.6841015913 0.9188495034
3853.7195281930 0.9062144002
3853.7549525732 0.9286365868
3853.7903747317 0.9443078536
3853.8257946682 0.9073354897
3853.8612123824 0.8838399960
3853.8966278741 0.8886803205
3853.9320411430 0.8815739389
3853.9674521889 0.8810125472
3854.0028610115 0.8746693098
3854.0382676105 0.8739588009
3854.0736719857 0.8703524278
3854.1090741369 0.8687798301
3854.1444740637 0.8672071377
3854.1798717659 0.8656343595
3854.2152672433 0.8640615043
3854.2506604955 0.8651328509
3854.2860515224 0.8609155984
3854.3214403237 0.8593425655
3854.3568268990 0.8577694911
3854.3922112483 0.8561963838
3854.4275933711 0.8546232525
3854.4629732673 0.8530501060
3854.4983509366 0.8514769528
3854.5337263786 0.8499038019
3854.5690995933 0.8483306617
3854.6044705803 0.8467575410
3854.6398393393 0.8451844485
3854.6752058701 0.8436113926
3854.7105701724 0.8420383821
3854.7459322461 0.8404654254
3854.7812920907 0.8916326696
3854.8166497062 0.8538224915
3854.8520050921 0.8645038160
3854.8873582483 0.8711974463
3854.9227091745 0.8418407571
3854.9580578704 0.8496405522
3854.9934043359 0.8701596013
3855.0287485705 0.8433035303
3855.0640905741 0.8348058531
3855.0994303465 0.8419908560
3855.1347678873 0.8231688861
3855.1701031963 0.8215972362
3855.2054362733 0.8272744436
3855.2407671179 0.8305831845
3855.2760957300 0.8308926730
3855.3114221093 0.8275231789
3855.3467462555 0.8361357350
3855.3820681684 0.8496947591
3855.4173878477 0.8135562666
3855.4527052932 0.8091659260
3855.4880205046 0.8074607195
3855.5233334816 0.8058910711
3855.5586442240 0.8043216676
3855.5939527316 0.8027525171
3855.6292590041 0.8011836275
3855.6645630412 0.7996150068
3855.6998648427 0.7980466630
3855.7351644083 0.7964786041
3855.7704617378 0.7949108381
3855.8057568309 0.7933433728
3855.8410496874 0.7917762161
3855.8763403070 0.7902093759
3855.9116286895 0.7886428601
3855.9469148345 0.7870766765
3855.9821987419 0.7876635654
3856.0174804115 0.8180854666
3856.0527598428 0.7823801967
3856.0880370358 0.7808154197
3856.1233119901 0.7792510137
3856.1585847055 0.7776869865
3856.1938551818 0.7761233457
3856.2291234186 0.7748367602
3856.2643894157 0.7730668861
3856.2996531730 0.7714348182
3856.3349146901 0.7698727994
3856.3701739667 0.7683112052
3856.4054310027 0.7667500430
3856.4406857977 0.7651893204
3856.4759383516 0.7636290450
3856.5111886640 0.7620692242
3856.5464367347 0.7605098655
3856.5816825636 0.7589509763
3856.6169261502 0.7573925641
3856.6521674944 0.7558346363
3856.6874065959 0.7542772002
3856.7226434544 0.7561383354
3856.7578780698 0.7637157817
3856.7931104418 0.7598543013
3856.8283405700 0.7562132522
3856.8635684543 0.7511488545
3856.8987940944 0.7470261197
3856.9340174901 0.7579367628
3856.9692386411 0.7625571404
3857.0044575472 0.7647278332
3857.0396742080 0.7603394413
3857.0748886234 0.7687998686
3857.1101007931 0.7707224940
3857.1453107169 0.7698199219
3857.1805183945 0.7874862709
3857.2157238257 0.7967112851
3857.2509270101 0.8019062981
3857.2861279477 0.7962764493
3857.3213266380 0.8060537447
3857.3565230809 0.8281770855
3857.3917172761 0.8246351293
3857.4269092234 0.8152028196
3857.4620989225 0.8067224219
3857.4972863732 0.8065782221
3857.5324715752 0.8008351368
3857.5676545282 0.7789821500
3857.6028352321 0.7589703510
3857.6380136866 0.7415102420
3857.6731898914 0.7451826269
3857.7083638463 0.7595632658
3857.7435355510 0.7894384679
